genre,korean,english
fantasy,"소의 다리가 부러지고, 양동이는 산산조각이 나고, 가여운 아가씨의 팔꿈치에 흠집이 난 것을 본 도로시는 충격을 받았다.","Dorothy was shocked to see that the cow had broken her leg off, and that the pail was lying in several small pieces, while the poor milkmaid had a nick in her left elbow."
fantasy,젖 짜던 아가씨는 화가 나서 소리를 질렀다. “이봐요! 당신들이 한 짓을 좀 보세요. 내 소는 다리가 부러졌다구요. 수선집에 데려가서 다시 붙여야 한단 말이예요. 당신들은 무슨 일로 여길 와서 내 소를 놀라게 하는거죠?”,"""There!"" cried the milkmaid angrily. ""See what you have done! My cow has broken her leg, and I must take her to the mender's shop and have it glued on again. What do you mean by coming here and frightening my cow?"""
fantasy,도로시가 대답했다. “정말 미안해요. 부디 우릴 용서해주세요.”,"""I'm very sorry,"" returned Dorothy. ""Please forgive us."""
fantasy,하지만 어여쁜 아가씨는 너무나 화가 나서 아무런 대답도 하지 않았다. 그녀는 부루퉁한 표정으로 부러진 소의 다리를 집어들고는 소를 이끌고 그곳을 떠났다. 불쌍한 소는 세 다리로 절뚝거리고 있었다. 그 아가씨는 다친 팔꿈치를 옆구리에 딱 붙이고 멀어져 가면서 어깨 너머로 이 어리숙한 이방인들을 원망스러운 눈으로 바라보았다.,"But the pretty milkmaid was much too vexed to make any answer. She picked up the leg sulkily and led her cow away, the poor animal limping on three legs. As she left them the milkmaid cast many reproachful glances over her shoulder at the clumsy strangers, holding her nicked elbow close to her side."
fantasy,도로시는 이 사고로 인해 마음이 아팠다.,Dorothy was quite grieved at this mishap.
fantasy,마음이 따뜻한 나무꾼이 말했다. “우린 이 곳에서 아주 조심해야겠어. 그렇지 않으면 이 예쁘장하고 조그만 사람들을 고칠 수 없을 정도로 다치게 할지도 몰라.”,"""We must be very careful here,"" said the kind-hearted Woodman, ""or we may hurt these pretty little people so they will never get over it."""
fantasy,조금 더 걸어가다가 도로시는 매우 아름다운 옷을 입은 어린 공주를 만났다. 그 공주는 낯선 이들을 보더니 갑자기 걸음을 멈추고 달아나기 시작했다.,"A little farther on Dorothy met a most beautifully dressed young Princess, who stopped short as she saw the strangers and started to run away."
fantasy,도로시는 그 공주를 더 자세히 보고 싶어 그녀를 따라 갔다. 그러자 그 도자기 소녀가 소리를 질렀다.,"Dorothy wanted to see more of the Princess, so she ran after her. But the china girl cried out:"
fantasy,“날 쫓아오지 마세요! 쫓아오지 말라구요!”,"""Don't chase me! Don't chase me!"""
fantasy,공주의 겁에 질린 작은 목소리에 도로시는 걸음을 멈추고 물었다. “왜 그렇게 겁을 내는 거죠?”,"She had such a frightened little voice that Dorothy stopped and said, ""Why not?"""
fantasy,"공주는 안전하다고 생각되는 적당한 거리를 두고 멈춰 서서 대답했다. “왜냐하면, 만약 달리다가 넘어지면 전 부서질지도 몰라요.”","""Because,"" answered the Princess, also stopping, a safe distance away, ""if I run I may fall down and break myself."""
fantasy,도로시가 물었다. “그렇게 되면 고칠 수 없나요?”,"""But could you not be mended?"" asked the girl."
fantasy,"공주가 대답했다. “물론, 고칠 수 있죠. 하지만 알다시피 수선한 곳은 전혀 예쁘지 않거든요.”","""Oh, yes; but one is never so pretty after being mended, you know,"" replied the Princess."
fantasy,도로시가 말했다. “그렇겠네요.”,"""I suppose not,"" said Dorothy."
fantasy,"그 도자기 아가씨는 계속 말을 이었다. “조커라는 광대가 있는데, 그는 항상 물구나무 서기를 하려고 해요. 그러다보니 여기저기 자주 깨져서 백 군데도 넘게 수선을 했어요. 그래서 아주 보기 흉해요. 아, 저기 그 사람이 오고 있네요. 눈으로 직접 보면 알 수 있을거예요.”","""Now there is Mr. Joker, one of our clowns,"" continued the china lady, ""who is always trying to stand upon his head. He has broken himself so often that he is mended in a hundred places, and doesn't look at all pretty. Here he comes now, so you can see for yourself."""
fantasy,"정말로 쾌활하게 웃고 있는 한 조그만 광대가 그들을 향해 걸어오고 있었다. 그는 빨간색, 노란색, 초록색이 섞인 멋진 광대 옷을 입었는데도 불구하고, 도로시는 그의 온 몸에 뒤덮인 금이 간 자국과 수선한 자국을 그대로 볼 수 있었다.","Indeed, a jolly little clown came walking toward them, and Dorothy could see that in spite of his pretty clothes of red and yellow and green he was completely covered with cracks, running every which way and showing plainly that he had been mended in many places."
fantasy,"광대는 주머니에 손을 넣고, 볼을 불룩하게 부풀린 후 짓궂은 표정으로 머리를 숙여 인사를 했다.","The Clown put his hands in his pockets, and after puffing out his cheeks and nodding his head at them saucily, he said:"
fantasy,"“아름다운 아가씨,","""My lady fair,"
fantasy,왜 빤히 쳐다보시나요,Why do you stare
fantasy,불쌍한 늙은이 조커를.,At poor old Mr. Joker?
fantasy,당신은 아주 뻣뻣하고,You're quite as stiff
fantasy,새침하시군요,And prim as if
fantasy,마치 포커를 삼킨 사람처럼.”,"You'd eaten up a poker!"""
fantasy,공주가 말했다. “조용히 하세요! 이 사람들이 보이지 않으세요? 좀 정중히 대할 수 없어요?”,"""Be quiet, sir!"" said the Princess. ""Can't you see these are strangers, and should be treated with respect?"""
fantasy,"“정중히 대하는 것, 그게 제가 바라던 바죠.” 라고 대답한 광대는 곧바로 물구나무를 섰다.","""Well, that's respect, I expect,"" declared the Clown, and immediately stood upon his head."
fantasy,공주가 도로시에게 말했다.“조커는 신경쓰지 마세요. 그는 머리가 아주 심하게 깨졌었죠. 그 후로 바보가 되었어요.”,"""Don't mind Mr. Joker,"" said the Princess to Dorothy. ""He is considerably cracked in his head, and that makes him foolish."""
fantasy,"도로시가 말했다. “네, 그에겐 조금도 신경쓰지 않아요. 그런데 당신은 정말 아름답군요. 당신이 너무나 마음에 들어요. 캔사스로 돌아갈 때 당신을 데려가서 엠 아주머니의 벽난로 선반에 세워놓고 싶은데, 허락해 주시겠어요? 내 바구니 속에 당신을 넣어가면 될 거예요.”","""Oh, I don't mind him a bit,"" said Dorothy. ""But you are so beautiful,"" she continued, ""that I am sure I could love you dearly. Won't you let me carry you back to Kansas, and stand you on Aunt Em's mantel? I could carry you in my basket."""
fantasy,"도자기 공주가 대답했다. “그러면 난 아주 불행해질 거예요. 당신이 보다시피, 여기 이 곳에서 우리는 모두 만족스럽게 살아가고 있죠. 우린 맘대로 얘기도 하고 여기저기 돌아다닐 수 있어요. 하지만 우리 중 어느 누구라도 이 곳을 떠나면 즉시 딱딱하게 굳어져서 (보기에는 예쁠지 모르지만) 꼼짝 못하고 서 있어야만 해요. 물론 사람들이 우리에게 기대하는 것은 선반이나 서랍장이나 응접실 탁자에 가만히 서있는 것이 전부죠. 하지만 우리 삶은 우리들의 나라인 이곳에서 더 행복할 거예요.”","""That would make me very unhappy,"" answered the china Princess. ""You see, here in our country we live contentedly, and can talk and move around as we please. But whenever any of us are taken away our joints at once stiffen, and we can only stand straight and look pretty. Of course that is all that is expected of us when we are on mantels and cabinets and drawing-room tables, but our lives are much pleasanter here in our own country."""
fantasy,도로시가 말했다. “무슨 일이 있어도 당신을 불행하게 만들고 싶지는 않아요. 그러면 작별 인사를 해야겠군요. 잘 있어요.”,"""I would not make you unhappy for all the world!"" exclaimed Dorothy. ""So I'll just say good-bye."""
fantasy,공주가 대답했다. “안녕히 가세요.”,"""Good-bye,"" replied the Princess."
fantasy,도로시와 친구들은 도자기 나라를 조심스럽게 걸어 나갔다. 조그만 동물들과 사람들은 낯선 이들이 자기들을 깨뜨릴까봐 무서워서 그들을 보면 날쌔게 달아났다. 한 시간 쯤 지나서 우리의 여행자들은 이 도시의 반대편에 있는 또다른 도자기 벽에 도착했다.,"They walked carefully through the china country. The little animals and all the people scampered out of their way, fearing the strangers would break them, and after an hour or so the travelers reached the other side of the country and came to another china wall."
fantasy,"이 벽은 처음에 만났던 벽처럼 그렇게 높지 않았다. 그래서 그들은 사자의 등을 밟고 올라서서 벽 위로 기어 올라갈 수 있었다. 그런 다음 사자는 다리를 모두 모아 벽 위로 펄쩍 뛰어 올랐다. 그런데 사자가 뛰어 오르는 순간, 도자기로 만든 교회가 그의 꼬리에 부딪쳐서 산산조각이 나고 말았다.","It was not so high as the first, however, and by standing upon the Lion's back they all managed to scramble to the top. Then the Lion gathered his legs under him and jumped on the wall; but just as he jumped, he upset a china church with his tail and smashed it all to pieces."
fantasy,"도로시가 말했다. “아, 이런! 하지만 소의 다리 하나와 교회 하나만 망가뜨리고 이 조그만 사람들에게 아무런 해를 끼치지 않고 지나왔으니 그래도 다행이야. 이 사람들은 정말 깨지기 쉽더라구.”","""That was too bad,"" said Dorothy, ""but really I think we were lucky in not doing these little people more harm than breaking a cow's leg and a church. They are all so brittle!"""
fantasy,허수아비가 말했다. “정말 그래. 난 지푸라기로 만들어져서 쉽게 다치지 않으니 정말 감사한 일이야. 세상에는 허수아비로 사는 것보다 더 나쁜 일도 있구나.”,"""They are, indeed,"" said the Scarecrow, ""and I am thankful I am made of straw and cannot be easily damaged. There are worse things in the world than being a Scarecrow."""
fantasy,"제21장 사자, 동물의 왕이 되다",Chapter 21: The Lion Becomes the King of Beasts
fantasy,도자기 벽에서 내려온 우리의 여행자들은 자기들이 수렁과 진창이 가득하고 키 큰 풀들이 무성하게 있는 전혀 유쾌하지 못한 곳에 있음을 알게 되었다. 우거진 풀들이 그들의 시야를 가려 진흙 웅덩이에 빠지지 않고 걷기가 무척 어려웠다. 하지만 조심스럽게 길을 골라 발을 옮겨 가면서 그들은 마침내 단단한 땅에 안전하게 도착할 수 있었다. 그런데 거기서부터 길은 이전보다 더 험해지는 것 같았다. 낮은 덤불로 뒤덮인 곳을 오랫동안 지치도록 걸은 뒤 그들은 또다른 숲에 들어서게 되었다. 이 숲에 자라고 있는 나무들은 그들이 지금까지 지나온 그 어떤 숲보다 더 크고 오래된 것 같았다.,"After climbing down from the china wall the travelers found themselves in a disagreeable country, full of bogs and marshes and covered with tall, rank grass. It was difficult to walk without falling into muddy holes, for the grass was so thick that it hid them from sight. However, by carefully picking their way, they got safely along until they reached solid ground. But here the country seemed wilder than ever, and after a long and tiresome walk through the underbrush they entered another forest, where the trees were bigger and older than any they had ever seen."
fantasy,사자는 주위를 둘러보며 기쁨에 겨워 말했다. “이 숲은 완전히 환상적이야. 여기보다 더 아름다운 곳은 본 적이 없어.”,"""This forest is perfectly delightful,"" declared the Lion, looking around him with joy. ""Never have I seen a more beautiful place."""
fantasy,허수아비가 말했다. “난 어두컴컴해 보이는데.”,"""It seems gloomy,"" said the Scarecrow."
fantasy,"사자가 말했다. “아니, 전혀 그렇지 않아. 난 여기서 평생 살고 싶은걸. 발 밑에 있는 마른 나뭇잎들이 얼마나 푹신푹신한지 느껴봐. 이 오래된 나무들에 붙어있는 이 이끼는 얼마나 촉촉하고 푸릇푸릇한지 보라고. 분명히 야생 동물에게 여기보다 더 좋은 보금자리는 없을거야.”","""Not a bit of it,"" answered the Lion. ""I should like to live here all my life. See how soft the dried leaves are under your feet and how rich and green the moss is that clings to these old trees. Surely no wild beast could wish a pleasanter home."""
fantasy,도로시가 말했다. “이 숲에도 맹수들이 있을 것 같은데.”,"""Perhaps there are wild beasts in the forest now,"" said Dorothy."
fantasy,사자가 대답했다. “아마도 그렇겠지. 하지만 한 마리도 보이지 않는군.”,"""I suppose there are,"" returned the Lion, ""but I do not see any of them about."""
fantasy,"그들은 너무 어두워져서 더 이상 갈 수 없을 때까지 숲 속을 계속 걸어갔다. 밤이 깊어지자 도로시와 토토와 사자는 누워서 잠을 잤고, 나무꾼과 허수아비는 평소처럼 밤새도록 경계를 섰다.","They walked through the forest until it became too dark to go any farther. Dorothy and Toto and the Lion lay down to sleep, while the Woodman and the Scarecrow kept watch over them as usual."
fantasy,"아침이 되자 그들은 다시 길을 떠났다. 멀리 가지 않아서 그들은 수많은 동물들이 으르렁대는 것처럼 낮게 웅성거리는 소리를 들었다. 토토는 약간 낑낑거렸지만, 그들은 겁을 내지 않고 오솔길을 따라 계속 걸어갔다. 그들은 숲 속에 있는 공터에 이르렀는데, 그곳에는 온갖 종류의 동물 수백 마리가 모여 있었다. 그곳에 있는 호랑이, 코끼리, 곰, 늑대, 여우 등을 보고 도로시는 잠낀 두려움을 느꼈다. 하지만 사자가 그 동물들은 회의를 하는 중이라고 설명해 주었다. 그들이 울부짖고 으르렁대는 것으로 봐서 그들은 심각한 문제를 갖고 있는 것 같다고 말했다.","When morning came, they started again. Before they had gone far they heard a low rumble, as of the growling of many wild animals. Toto whimpered a little, but none of the others was frightened, and they kept along the well-trodden path until they came to an opening in the wood, in which were gathered hundreds of beasts of every variety. There were tigers and elephants and bears and wolves and foxes and all the others in the natural history, and for a moment Dorothy was afraid. But the Lion explained that the animals were holding a meeting, and he judged by their snarling and growling that they were in great trouble."
fantasy,사자가 말을 하자 동물들 중의 몇몇이 사자를 보게 되었다. 그러자 마치 마법과도 같이 그 거대한 무리는 갑자기 조용해졌다. 그들 중 가장 큰 호랑이가 사자에게 다가와서 절을 하고는 말했다.,"As he spoke several of the beasts caught sight of him, and at once the great assemblage hushed as if by magic. The biggest of the tigers came up to the Lion and bowed, saying:"
fantasy,"“어서 오십시오, 동물의 왕이시여! 정말 필요한 때에 오셨군요. 우리의 적과 싸워 숲의 모든 동물들에게 다시 평화를 가져올 수 있도록 도와주십시오.”","""Welcome, O King of Beasts! You have come in good time to fight our enemy and bring peace to all the animals of the forest once more."""
fantasy,사자가 차분한 목소리로 물었다. “무슨 문제인가?”,"""What is your trouble?"" asked the Lion quietly."
fantasy,"호랑이가 대답했다. “얼마전에 이 숲에 나타난 사나운 적에게 우리 모두 위협을 받고 있습니다. 그놈은 커다란 거미처럼 생긴 아주 엄청난 괴물입니다. 그것은 코끼리처럼 몸집이 크고, 나무 줄기처럼 기다란 여덟 개의 다리를 가지고 있습니다. 그 괴물은 숲 속을 기어 다니다가, 긴 다리로 동물을 잡아서 입으로 가져가, 마치 거미가 파리를 잡아먹듯 단숨에 먹어 치웁니다. 그 괴물이 살아있는 한 우리 중 어느 누구도 안전할 수 없습니다. 그래서 어떻게 하면 좋을지 의논하기 위해 회의를 소집한 것입니다. 그러던 중에 당신이 오셨습니다.”","""We are all threatened,"" answered the tiger, ""by a fierce enemy which has lately come into this forest. It is a most tremendous monster, like a great spider, with a body as big as an elephant and legs as long as a tree trunk. It has eight of these long legs, and as the monster crawls through the forest he seizes an animal with a leg and drags it to his mouth, where he eats it as a spider does a fly. Not one of us is safe while this fierce creature is alive, and we had called a meeting to decide how to take care of ourselves when you came among us."""
fantasy,사자는 잠시 생각하다가 물었다.,The Lion thought for a moment.
fantasy,“이 숲에 다른 사자가 있는가?”,"""Are there any other lions in this forest?"" he asked."
fantasy,“아니요. 몇 마리 있었지만 모두 괴물에게 잡아 먹혔습니다. 게다가 그 사자들은 당신처럼 크고 용감하지는 않았습니다.”,"""No; there were some, but the monster has eaten them all. And, besides, there were none of them nearly so large and brave as you."""
fantasy,"사자가 다시 물었다. “만약 내가 너희들의 적을 처리해주면, 이 숲의 왕으로써 내게 절하고 나를 섬기겠는가?”","""If I put an end to your enemy, will you bow down to me and obey me as King of the Forest?"" inquired the Lion."
fantasy,“기꺼이 그렇게 하겠습니다.” 호랑이가 즉시 대답했다. 그러자 다른 모든 동물들도 힘찬 목소리로 모두 외쳤다. “기꺼이 그러겠습니다.”,"""We will do that gladly,"" returned the tiger; and all the other beasts roared with a mighty roar: ""We will!"""
fantasy,사자가 물었다. “그 커다란 거미는 지금 어디에 있는가?”,"""Where is this great spider of yours now?"" asked the Lion."
fantasy,호랑이는 앞발로 한 곳을 가리키며 말했다. “저기 있는 떡갈나무 숲 속에 있습니다.”,"""Yonder, among the oak trees,"" said the tiger, pointing with his forefoot."
fantasy,사자가 말했다. “그러면 내 친구들을 잠시 부탁하네. 난 바로 그 괴물과 싸우러 갈테니.”,"""Take good care of these friends of mine,"" said the Lion, ""and I will go at once to fight the monster."""
fantasy,사자는 친구들에게 작별 인사를 하고 적과 싸우기 위해 당당하게 걸어갔다.,He bade his comrades good-bye and marched proudly away to do battle with the enemy.
fantasy,"사자가 발견했을 때 거미는 누워서 잠을 자고 있었다. 그 거미는 너무나 흉측하게 생겨서 사자는 역겨움에 고개를 돌리지 않을 수 없었다. 그 녀석의 다리는 호랑이가 말한 대로 아주 길었고, 그 몸은 굵은 까만 털로 뒤덮여 있었다. 커다란 입에는 30 센티미터 정도 길이의 날카로운 이빨들이 줄지어 나 있었다. 그런데 그 머리는 말벌의 허리처럼 가느다란 목으로 퉁퉁한 몸에 연결되어 있었다. 이것을 보자 사자는 이 괴물을 공격할 좋은 방법이 생각났다. 괴물이 깨어있을 때보다 잠들어 있을 때 공격하는게 더 싸우기 쉽겠다는 생각이 들자, 사자는 펄쩍 뛰어올라 괴물의 등에 바로 내려 앉았다. 사자가 날카로운 발톱을 모두 세우고 힘센 앞발로 내려 치자 거미의 머리는 몸통에서 떨어져 내렸다. 땅으로 뛰어내린 사자는 거미의 긴 다리들이 버둥거리는 것을 멈출 때까지 지켜보았다. 그는 괴물이 완전히 죽은 것을 알 수 있었다.","The great spider was lying asleep when the Lion found him, and it looked so ugly that its foe turned up his nose in disgust. Its legs were quite as long as the tiger had said, and its body covered with coarse black hair. It had a great mouth, with a row of sharp teeth a foot long; but its head was joined to the pudgy body by a neck as slender as a wasp's waist. This gave the Lion a hint of the best way to attack the creature, and as he knew it was easier to fight it asleep than awake, he gave a great spring and landed directly upon the monster's back. Then, with one blow of his heavy paw, all armed with sharp claws, he knocked the spider's head from its body. Jumping down, he watched it until the long legs stopped wiggling, when he knew it was quite dead."
fantasy,사자는 숲의 동물들이 자신을 기다리고 있는 공터로 돌아와서 자랑스럽게 말했다.,The Lion went back to the opening where the beasts of the forest were waiting for him and said proudly:
fantasy,“이제 더이상 너희들의 적을 두려워할 필요가 없다.”,"""You need fear your enemy no longer."""
fantasy,그러자 동물들은 모두 그들의 왕이 된 사자에게 절을 했다. 사자는 도로시가 안전하게 캔사스로 돌아가면 바로 이 숲으로 돌아와서 그들을 다스리겠다고 약속했다.,"Then the beasts bowed down to the Lion as their King, and he promised to come back and rule over them as soon as Dorothy was safely on her way to Kansas."
fantasy,제22장 쿼들링의 나라,Chapter 22: The Country of the Quadlings
fantasy,그리하여 우리의 네 여행자들은 숲의 나머지 부분을 안전하게 지나왔다. 어두컴컴한 숲을 벗어난 그들 앞에 온통 바위로 뒤덮인 가파른 언덕이 나타났다.,"The four travelers passed through the rest of the forest in safety, and when they came out from its gloom saw before them a steep hill, covered from top to bottom with great pieces of rock."
fantasy,허수아비가 말했다. “올라가기 무척 힘들어 보이는걸. 그렇지만 우린 이 언덕을 넘어가야만 해.”,"""That will be a hard climb,"" said the Scarecrow, ""but we must get over the hill, nevertheless."""
fantasy,"그렇게 말한 허수아비가 앞장 서서 걸어가고, 나머지는 그의 뒤를 따랐다. 그들이 첫번째 바위에 가까이 이르렀을 때, 그들은 어떤 거친 목소리가 외치는 소리를 들었다. “물러가라!”","So he led the way and the others followed. They had nearly reached the first rock when they heard a rough voice cry out, ""Keep back!"""
fantasy,“누구냐?” 하고 허수아비가 말했다.,"""Who are you?"" asked the Scarecrow."
fantasy,그러자 바위 위로 머리 하나가 불쑥 나타나더니 같은 목소리로 말했다. “이 언덕은 우리 것이다. 어느 누구도 이곳을 지나갈 수 없다.”,"Then a head showed itself over the rock and the same voice said, ""This hill belongs to us, and we don't allow anyone to cross it."""
fantasy,허수아비가 말했다. “하지만 우린 여기를 지나가야만 해. 우리는 쿼들링의 나라로 가는 중이거든.”,"""But we must cross it,"" said the Scarecrow. ""We're going to the country of the Quadlings."""
fantasy,“절대로 안돼!” 하고 그 목소리가 대답했다. 그 목소리가 난 바위 뒤에는 그들이 한 번도 본 적이 없는 이상하게 생긴 사람이 서 있었다.,"""But you shall not!"" replied the voice, and there stepped from behind the rock the strangest man the travelers had ever seen."
fantasy,"그는 키가 아주 작고 땅딸막한 체구에 납작하고 커다란 머리를 가지고 있었으며, 주름이 가득하고 두꺼운 목이 머리를 지탱하고 있었다. 그런데 그는 팔이 하나도 없었다. 이 모습을 본 허수아비는 이 불쌍한 사람이 그가 언덕을 넘는 것을 막을 수 없을 거라는 생각에 하나도 두렵지 않았다. 그래서 허수아비는 자신만만하게 걸어 나가면서 이렇게 말했다. “당신이 원하는 대로 해줄 수 없어 미안해. 하지만 우리는 당신이 좋아하든 말든 이 언덕을 지나가야만 하거든.”","He was quite short and stout and had a big head, which was flat at the top and supported by a thick neck full of wrinkles. But he had no arms at all, and, seeing this, the Scarecrow did not fear that so helpless a creature could prevent them from climbing the hill. So he said, ""I'm sorry not to do as you wish, but we must pass over your hill whether you like it or not,"" and he walked boldly forward."
fantasy,"그 때 번개처럼 빠르게 그 남자의 목이 쭉 늘어나면서 머리가 앞으로 튀어나오더니, 정수리의 평평한 부분으로 허수아비의 가슴을 쳤다. 허수아비는 넘어져서 언덕 아래로 대굴대굴 굴러 내려왔다. 그의 머리는 눈 깜짝할 새에 다시 원래 위치로 돌아가 있었다. 그 남자는 듣기 싫게 껄껄 웃으며 말했다. “네 생각처럼 그렇게 쉽지는 않을걸!”","As quick as lightning the man's head shot forward and his neck stretched out until the top of the head, where it was flat, struck the Scarecrow in the middle and sent him tumbling, over and over, down the hill. Almost as quickly as it came the head went back to the body, and the man laughed harshly as he said, ""It isn't as easy as you think!"""
fantasy,그러자 다른 바위들 뒤에서도 떠들썩한 웃음소리가 동시에 터져 나왔다. 도로시가 보니 수 백명의 팔없는 망치머리 사람들이 바위마다 한 명씩 숨어서 언덕에 서 있는 것 같았다.,"A chorus of boisterous laughter came from the other rocks, and Dorothy saw hundreds of the armless Hammer-Heads upon the hillside, one behind every rock."
fantasy,허수아비가 당한 일로 인해 웃음이 터져나오자 사자는 굉장히 화가 났다. 그래서 천둥이 울리는 것처럼 커다랗게 포효를 하고는 언덕 위로 달려 올라갔다.,"The Lion became quite angry at the laughter caused by the Scarecrow's mishap, and giving a loud roar that echoed like thunder, he dashed up the hill."
fantasy,"또다시 머리가 빠르게 튀어나왔고, 커다란 사자는 마치 포탄에 맞은 것처럼 언덕 아래로 굴러 떨어졌다.","Again a head shot swiftly out, and the great Lion went rolling down the hill as if he had been struck by a cannon ball."
fantasy,도로시는 달려가서 허수아비를 일으켜 세웠다. 사자는 여기저기 멍들고 상처난 몸을 이끌고 도로시에게 다가와서 말했다. “머리를 날리는 사람들과 싸우는 건 소용없는 일이야. 어느 누구도 이들을 이길 수 없을 것 같아.”,"Dorothy ran down and helped the Scarecrow to his feet, and the Lion came up to her, feeling rather bruised and sore, and said, ""It is useless to fight people with shooting heads; no one can withstand them."""
fantasy,도로시가 물었다. “그럼 어떻게 하면 좋을까?”,"""What can we do, then?"" she asked."
fantasy,양철나무꾼이 제안했다. “날개 달린 원숭이를 부르자. 아직 한 번 더 명령을 내릴 수 있잖아.”,"""Call the Winged Monkeys,"" suggested the Tin Woodman. ""You have still the right to command them once more."""
fantasy,“좋은 생각이야.” 도로시는 곧바로 황금모자를 쓰고 주문을 외웠다. 원숭이들은 예전에도 그랬던 것처럼 즉시 나타나서 도로시 앞에 섰다.,"""Very well,"" she answered, and putting on the Golden Cap she uttered the magic words. The Monkeys were as prompt as ever, and in a few moments the entire band stood before her."
fantasy,“당신의 명령은 무엇입니까?” 대장 원숭이는 도로시에게 절하며 이렇게 물었다.,"""What are your commands?"" inquired the King of the Monkeys, bowing low."
fantasy,도로시가 대답했다. “우리를 이 언덕 너머에 있는 쿼들링 나라에 데려다 줘.”,"""Carry us over the hill to the country of the Quadlings,"" answered the girl."
fantasy,“그렇게 하겠습니다.” 대장 원숭이가 대답하자마자 날개 달린 원숭이들은 네 명의 여행자들과 토토를 팔에 태우고 하늘로 날아올랐다. 그들이 언덕 위를 지나가자 망치머리 사람들은 짜증섞인 목소리로 고함을 지르며 그들의 머리를 하늘 높이 쏘아 올렸다. 하지만 그 머리는 날개 달린 원숭이가 날고 있는 곳까지 닿지 않았다. 원숭이들은 도로시와 그의 친구들을 언덕 너머에 있는 아름다운 쿼들링의 나라에 내려 주었다.,"""It shall be done,"" said the King, and at once the Winged Monkeys caught the four travelers and Toto up in their arms and flew away with them. As they passed over the hill the Hammer-Heads yelled with vexation, and shot their heads high in the air, but they could not reach the Winged Monkeys, which carried Dorothy and her comrades safely over the hill and set them down in the beautiful country of the Quadlings."
fantasy,대장 원숭이가 도로시에게 말했다. “이것이 저희에게 내리신 마지막 명령입니다. 안녕히 가십시오. 행운이 함께 하기를 빌겠습니다.”,"""This is the last time you can summon us,"" said the leader to Dorothy; ""so good-bye and good luck to you."""
fantasy,“잘가요. 정말 고마웠어요.” 하고 도로시가 대답했다. 원숭이들은 하늘로 날아오르더니 순식간에 사라졌다.,"""Good-bye, and thank you very much,"" returned the girl; and the Monkeys rose into the air and were out of sight in a twinkling."
fantasy,"쿼들링의 나라는 풍요롭고 행복해 보였다. 들에는 잘 익은 곡식들이 가득하고, 그 사이로 잘 포장된 도로들이 여러 갈래 나 있었다. 졸졸 흐르는 시냇물들 위로 튼튼한 다리들이 놓여 있었다. 울타리와 집들과 다리들은 모두 빨간색으로 칠해져 있었다. 윙키의 나라에서는 노란색이고, 먼치킨 나라에서는 파란색인 것과 마찬가지였다. 쿼들링 사람들은 키가 작고 뚱뚱했으며, 선량한 사람들이었다. 모두 빨간색 옷을 입고 있었는데, 초록빛 들판과 노랗게 익은 곡식을 배경으로 해서 아주 선명하게 돋보였다.","The country of the Quadlings seemed rich and happy. There was field upon field of ripening grain, with well-paved roads running between, and pretty rippling brooks with strong bridges across them. The fences and houses and bridges were all painted bright red, just as they had been painted yellow in the country of the Winkies and blue in the country of the Munchkins. The Quadlings themselves, who were short and fat and looked chubby and good-natured, were dressed all in red, which showed bright against the green grass and the yellowing grain."
fantasy,"원숭이들은 그들을 농가에 가까운 곳에 내려 주었기 때문에 우리의 네 친구들은 그 집으로 가서 문을 두드렸다. 문을 열어준 것은 농부의 아내였다. 도로시가 먹을 것을 좀 달라고 부탁하자, 농부의 아내는 세 종류의 케이크와 네 종류의 과자가 포함된 훌륭한 식사를 그들에게 대접했다. 토토에게는 우유 한 그릇을 먹게 해 주었다.","The Monkeys had set them down near a farmhouse, and the four travelers walked up to it and knocked at the door. It was opened by the farmer's wife, and when Dorothy asked for something to eat the woman gave them all a good dinner, with three kinds of cake and four kinds of cookies, and a bowl of milk for Toto."
fantasy,도로시가 물었다. “글린다의 성은 여기서 먼가요?”,"""How far is it to the Castle of Glinda?"" asked the child."
fantasy,농부의 아내가 대답했다. “그리 멀지 않단다. 남쪽으로 가는 길을 따라가면 금방 그곳에 도착할거야.”,"""It is not a great way,"" answered the farmer's wife. ""Take the road to the South and you will soon reach it."""
fantasy,"친절한 아주머니에게 감사 인사를 드린 후, 새 기운을 얻은 그들은 다시 길을 떠났다. 여러 개의 들판과 예쁜 다리들을 건너고 나자 그들 눈 앞에 아주 아름다운 성이 나타났다. 성문 앞에는 황금색 술로 장식된 멋진 빨간색 제복을 차려입은 세 명의 젊은 아가씨가 서 있었다. 도로시가 그들에게 다가가자 그 중 한 명이 말했다.","Thanking the good woman, they started afresh and walked by the fields and across the pretty bridges until they saw before them a very beautiful Castle. Before the gates were three young girls, dressed in handsome red uniforms trimmed with gold braid; and as Dorothy approached, one of them said to her:"
fantasy,“이 남쪽 나라에는 어떤 일로 오셨습니까?”,"""Why have you come to the South Country?"""
fantasy,도로시가 대답했다. “이곳을 다스리고 있는 착한 마녀를 만나려고 왔습니다. 그분에게 데려다 주시겠어요?”,"""To see the Good Witch who rules here,"" she answered. ""Will you take me to her?"""
